,id,contents,category,category_tag,predict,predict_tag
182,DN000000008778209677," 이성용 공군참모총장이 성추행 피해 공군 부사관 사망 사건에 책임을 지고 자리에서 물러났습니다. 이 총장을 비롯한 군 지휘부에 대해선 늑장 보고 의혹 등에 대한 조사 가능성이 제기되고 있습니다. 입니다. 문재인 대통령이 나서 최고 상급자를 포함한 엄정 수사를 지시한 지 하루 만에 이성용 공군참모총장이 사의를 밝혔습니다. 이 총장은 일련의 상황에 대해 무거운 책임을 통감한다며, 고인에게 깊은 애도를 표하고, 유족분들께는 진심 어린 위로의 뜻을 전한다고 밝혔습니다. 사의 표명 80분 뒤 청와대는 사표 수리 사실을 발표했습니다. 신속한 사의 수용에 사실상 '경질'이란 해석이 나옵니다. 이 총장은 지난해 9월 취임한 뒤 8개월 만에 물러나 역대 '최단명 총장'이 됐습니다. 공군 검경은 성추행 신고 2주 뒤에야 가해자 장 중사를 조사하는 등 부실 수사 의혹을 받고 있습니다. 또 성추행 피해 사실을 국방부에는 전혀 보고하지 않은 채 단순변사로 보고하는 등 축소, 은폐 의혹도 제기되고 있습니다. 이 총장은 이 중사가 사망한 다음날 유족이 인터넷에 글을 올린 뒤에야 서욱 국방부 장관에게 사건을 보고했습니다. 따라서 이 총장을 비롯한 군 지휘부가 이번 사건의 늑장 처리와 관련해 조사를 받을 가능성도 제기됩니다. 한편 이 중사 유족들은 아직 장례절차를 시작하진 않았지만 애도와 추모의 뜻을 전하고자 하는 시민들이 많아 일단 먼저 분향소를 차렸다고 밝혔습니다. KBS 뉴스 홍진압니다. 촬영기자:홍성백/영상편집:박주연 홍진아 ",4,사회,4,사회
183,DN000000008778209677," 이성용 공군참모총장이 성추행 피해 공군 부사관 사망 사건에 책임을 지고 자리에서 물러났습니다. 이 총장을 비롯한 군 지휘부에 대해선 늑장 보고 의혹 등에 대한 조사 가능성이 제기되고 있습니다. 입니다. 문재인 대통령이 나서 최고 상급자를 포함한 엄정 수사를 지시한 지 하루 만에 이성용 공군참모총장이 사의를 밝혔습니다. 이 총장은 일련의 상황에 대해 무거운 책임을 통감한다며, 고인에게 깊은 애도를 표하고, 유족분들께는 진심 어린 위로의 뜻을 전한다고 밝혔습니다. 사의 표명 80분 뒤 청와대는 사표 수리 사실을 발표했습니다. 신속한 사의 수용에 사실상 '경질'이란 해석이 나옵니다. 이 총장은 지난해 9월 취임한 뒤 8개월 만에 물러나 역대 '최단명 총장'이 됐습니다. 공군 검경은 성추행 신고 2주 뒤에야 가해자 장 중사를 조사하는 등 부실 수사 의혹을 받고 있습니다. 또 성추행 피해 사실을 국방부에는 전혀 보고하지 않은 채 단순변사로 보고하는 등 축소, 은폐 의혹도 제기되고 있습니다. 이 총장은 이 중사가 사망한 다음날 유족이 인터넷에 글을 올린 뒤에야 서욱 국방부 장관에게 사건을 보고했습니다. 따라서 이 총장을 비롯한 군 지휘부가 이번 사건의 늑장 처리와 관련해 조사를 받을 가능성도 제기됩니다. 한편 이 중사 유족들은 아직 장례절차를 시작하진 않았지만 애도와 추모의 뜻을 전하고자 하는 시민들이 많아 일단 먼저 분향소를 차렸다고 밝혔습니다. KBS 뉴스 홍진압니다. 촬영기자:홍성백/영상편집:박주연 홍진아 ",4,사회,4,사회
184,DN000000008811777812," 수소를 한 곳에서 생산.저장하고 유통까지 할 수 있는 ‘수소복합단지가 전국 최초로 울산에 건립됩니다. 수소와 LNG 생산을 병행할 수 있어 경제성도 뛰어날 것으로 기대됩니다. 의 보도입니다. SK가스가 추진중인 ‘수소복합단지는 울산북항 일대에 건립될 예정입니다. 울산북항에는 동북아 오일허브의 핵심 사업인 KET 즉 코리아에너지터미널이 들어설 예정인데 대규모 LNG 저정탱크 등을 갖춘 KET 바로 옆에 액화수소공장을 짓 겠다는 게 SK가스의 복안입니다. LNG의 냉열을 이용해 수소를 생산하기 때문에 경제성이 탁월하고 수소 배관 등 인프라도 잘 구축돼 최적의 입지라는 설명입니다. 홍웅기/SK가스연구소 박사 : “ 생산을 할 수 있는 냉열도풍부하구요. 그것을 유통할 수 있는 배관도 다 인프라가 잘 갖췆 있기 때문입니다.”] SK가스는 또 내년 초에는 인근에 1.2GW 규모 세계 첫 LNG.LPG 복합발전소도 착공할 예정입니다. 액화수소공장에 만들어진 수소를 복합발전소에 공급하면 수소와 LNG 혼합 발전도 가능해집니다. SK가스는 이와 함께 2030년까지 전국에 100개의 수소충전소 건립 등을 통해 수소 유통망도 구축하기로 했습니다. 이렇게 되면 SK가스는 수소 생산과 저장, 발전과 유통 등 수소 밸류 체인을 모두 갖추게 됩니다. SK가스를 이를 위해 롯데케미칼, 두산중공업, 동서발전 등과의 협업도 강화하고 있습니다. 울산 수소경제 발전의 핵심시설인 수소복합단지는 오는 2024년 하반기부터 단계적으로 완공될 예정입니다. KBS 뉴스 이현진입니다.",1,경제,1,경제
185,DN000000008818640611," 업무 범위와 역할을 두고 출범 전부터 논란을 빚고있는 울산사회서비스원의 운영 방향을 두고, 각계의 의견을 듣기 위한 시민 공청회가 처음 마련됐습니다. 종사자 처우 개선이 시급하다는 요구부터, 민간과의 형평성을 고려하라는 요구까지, 다양한 주문이 잇따랐습니다. 입니다. 노인과 아동, 장애인에 대한 돌봄서비스를 공공이 제공하는 울산 사회서비스원. 10월 출범을 앞두고 현장의 이야기를 듣기 위한 첫 시민 공청회에서 핵심은 사회서비스원의 인력 규모와 업무 범위. 현장 종사자 측은 돌봄 서비스의 공공성 확보라는 취지를 살리려면, 2천여 명으로 추정되는 재가요양 인력과 장애인 지원 인력 천여 명의 20%, 6백여 명은 사회서비스원이 직접 고용해야 한다는 입장입니다. 같은 맥락에서 올 연말, 위탁 계약이 끝나는 울산시립요양원 역시, 사회서비스원이 운영할 것을 요구하고 있습니다. 민간 복지시설 운영자들은 사회서비스원이 공공성을 앞세워 민간 영역과의 형평성을 해칠 수 있다고 우려하고 있습니다. 임금과 노동시간 등 근무환경이 동일하게 보장돼야 한다는 겁니다. 울산시는 공청회에서 나온 의견을 바탕으로 조만간 최종 용역보고회를 열고, 운영 방식을 확정할 예정입니다. 처우 개선이라는 현장 종사자들의 요구에 더해, 민간시설 운영자들의 형평성 우려까지 제기되면서, 사회서비스원 운영 방향에 대한 울산시의 고민도 깊어지고 있습니다. KBS 뉴스 이이슬입니다. 촬영기자:김근영",4,사회,5,생활
186,DN000000008811777809," 올 여름 울산 해수욕장을 이용하려면 체온스티커를 붙여야 하고, 정해진 출입구를 통해서만 입장해야 합니다. 지난해에 이어 올해도 코로나19로 울산 해수욕장이 제한적으로 운영되는데요. 가 알려드립니다. 울산 일산해수욕장입니다. 다음 달 1일, 정식 개장을 앞두고 백사장 정비가 한창입니다. 코로나19 장기화로 올 여름, 해수욕장 방역이 한층 강화되면서 현장도 분주해졌습니다. 우선, 지난해와 달리 올해는 정해진 출입구로만 입장해야 합니다. 일산해수욕장은 7곳, 진하해수욕장은 1곳에 설치됩니다. 출입 관리가 어려운 해수욕장의 특성을 고려해 수기로 하던 명부 작성 대신 안심전화로 출입이 이뤄집니다. 체온스티커도 처음 도입됩니다. 손등이나 손목에 붙이는데, 37.5도보다 높으면 색깔이 바뀝니다. 마스크는 당연히 의무 착용이 기본이지만, 물놀이를 할 때는 벗는 것이 허용됩니다. 파라솔과 텐트는 2미터 간격으로 설치되고, 현장 배정제로 운영됩니다. 울산시는 전국적으로 50곳으로 확대된 ‘한적한 해수욕장 정보를 적극적으로 안내해 이용객 분산에 힘쓰기로 했습니다. 피서객들의 불편은 줄이되, 방역은 한층 강화한다는 게 울산시의 해수욕장 운영 방침입니다. 하지만 해변이나 계곡 등 방역 사각지대에서의 감염 우려는 여전히 남아 있어서, 결국 개인별 방역수칙 준수가 중요합니다. KBS 뉴스 이이슬입니다. 촬영기자:김용삼",5,생활,5,생활
187,DN000000008818640608," 울산 북구의 한 사우나시설에서 집단감염이 발생했습니다. 역학조사 결과 이번 집단감염이 남구의 소형 사우나 2곳과도 연관성이 있는 것으로 확인되면서 방역에 비상이 걸렸습니다. 입니다. 울산 북구의 한 사우나시설. 이곳에서 첫 확진자가 발생한 건 어제. 지금까지 모두 10여 명이 확진 판정을 받았는데, 첫 확진자가 다녀간 여탕을 중심으로 연쇄감염이 일어났습니다. 특히 여탕 세신사와 매점 직원 등 이용자와 접촉이 많은 직원들도 일부 확진 판정을 받으면서 감염 확산 우려가 커지고 있습니다. 사우나시설 특성상 밀폐된 공간인데다 현실적으로 마스크 착용이 어려웠던 점 등이 집단감염을 일으킨 원인으로 지목되고 있습니다. 울산시는 이번 집단감염이 남구의 소형 사우나시설 2곳과도 연관성이 있는 것으로 확인되면서 감염 규모가 급속도로 커지지 않을지 예의주시하고 있습니다. 울산시는 감염 확산을 막기 위해 북구 사우나시설을 방문한 이들에게 18일까지 진단검사를 받을 것을 명령하는 행정조치를 내렸습니다. 또 해당 사우나시설이 있는 북구 호계지역 주민들에게도 선제적 차원에서 진단 검사를 받아줄 것을 요청했습니다. 울산시는 다만 이번 집단감염과 관련해 간이 검사에서 변이 바이러스에 의한 감염은 아닌 것으로 확인됐다고 설명했습니다. KBS 뉴스 주아랑입니다. 촬영기자:윤동욱",4,사회,5,생활
188,DN000000008811777807," 이번 주 아스트라제네카 백신을 접종하는 고령층 가운데 일부는 백신 물량 부족으로 접종이 연기될 것으로 예상됩니다, 방역 당국은 예약 일정을 조정하는 등 대책 마련에 나섰지만, 차질이 불가피할 것으로 보입니다. 의 보도입니다. 올해 61살인 이 시민은 이번 주 토요일 코로나19 백신 접종을 예약했습니다. 그런데 지난주, 위탁의료기관으로부터 당일 접종이 어려울 수 있다는 연락을 받습니다. 백신 물량이 부족하다는 이윱니다. 이 같은 사정은 울산 위탁의료기관 대부분이 마찬가집니다. 질병관리청이 공급한 백신 물량이 예약 인원보다 적은 탓입니다. 한 곳당 적게는 30 명분 많게는 2백 명분의 백신이 부족합니다. 위탁의료기관은 ‘최소 잔여형 주사기 활용해 부족한 백신량을 메우고, 잔여 백신을 활용하는 등 대책 마련에 나섰지만 차질이 불가피합니다. 이번 주 울산시가 질병관리청에 요청한 아스트라제네카 백신 물량은 5만 5천여 명분. 하지만 공급받은 물량은 3만 6천여 명 분으로, 만 8천여 명의 분의 백신이 모자라는 상황입니다. 질병청은 얀센 백신 등을 활용해 예약한 사람들이 가급적 일정 변경없이 접종받을 수 있도록 하겠다고 밝혔습니다. 다만, 불가피하게 접종을 받지 못하는 대상자가 생기면 다음 주 중 개별 안내하고 7월 초에 접종할 수 있도록 하겠다고 덧붙였습니다. KBS 뉴스 강예슬입니다. 촬영기자:윤동욱",3,미용/건강,3,미용/건강
189,DN000000008818640609," 코로나19로 일년 넘게 최악의 불황을 겪고 있는 울산지역 여행업계에도 하반기에는 수요 회복에 대한 기대감이 조금씩 살아나고 있습니다. 이현진기자의 보도입니다. 코로나19로 지난해 1분기부터 해외여행이 사실상 금지되면서 울산지역 여행업계는 최악의 불황에 시달리고 있습니다. 문을 닫는 업체가 속출했고 그나마 운영중인 곳도 직원 수를 줄이거나 개점휴업 상태로 일년 이상을 버티고 있습니다. 다음달부터 일부 해외 지역에 대한 항공기 운항과 단체관광이 부분적으로 재개된다는 소식이 있지만 아직 본격적인 회복을 기대하기는 쉽지 않은 상황입니다. 그나마 올해들어 국내 여행 수요는 뚜렷한 회복세를 보이고 있습니다. 울산공항에서는 하루 4편씩 울산-제주간 항공기를 운행하고 있는데 평일에도 탑승률이 70%에 육박하고 있습니다. 지난달 울산공항 이용객 수는 8만 6천여 명으로 지난해 5월의 4만 5천여 명에 비해 90% 증가했습니다. 여행업계는 백신 보급이 확대되고 경기 회복이 본격화되는 올 연말, 또는 내년 초부터 여행 수요가 크게 늘 가능성에 기대를 걸고 있습니다. 또 정치권에서 모든 공휴일에 대체휴일을 적용하는 법안 개정을 추진하는 점 등도 여행 수요 회복에는 적지 않은 도움이 될 전망입니다. KBS 뉴스 이현진입니다.",5,생활,5,생활
190,DN000000008818640609," 코로나19로 일년 넘게 최악의 불황을 겪고 있는 울산지역 여행업계에도 하반기에는 수요 회복에 대한 기대감이 조금씩 살아나고 있습니다. 이현진기자의 보도입니다. 코로나19로 지난해 1분기부터 해외여행이 사실상 금지되면서 울산지역 여행업계는 최악의 불황에 시달리고 있습니다. 문을 닫는 업체가 속출했고 그나마 운영중인 곳도 직원 수를 줄이거나 개점휴업 상태로 일년 이상을 버티고 있습니다. 다음달부터 일부 해외 지역에 대한 항공기 운항과 단체관광이 부분적으로 재개된다는 소식이 있지만 아직 본격적인 회복을 기대하기는 쉽지 않은 상황입니다. 그나마 올해들어 국내 여행 수요는 뚜렷한 회복세를 보이고 있습니다. 울산공항에서는 하루 4편씩 울산-제주간 항공기를 운행하고 있는데 평일에도 탑승률이 70%에 육박하고 있습니다. 지난달 울산공항 이용객 수는 8만 6천여 명으로 지난해 5월의 4만 5천여 명에 비해 90% 증가했습니다. 여행업계는 백신 보급이 확대되고 경기 회복이 본격화되는 올 연말, 또는 내년 초부터 여행 수요가 크게 늘 가능성에 기대를 걸고 있습니다. 또 정치권에서 모든 공휴일에 대체휴일을 적용하는 법안 개정을 추진하는 점 등도 여행 수요 회복에는 적지 않은 도움이 될 전망입니다. KBS 뉴스 이현진입니다.",5,생활,5,생활
191,DN000000008795109798," 배우 차지연과 이호철이 티격태격 케미를 자랑했다. 9일 방송된 MBC '라디오스타'에는 김보연, 김응수, 차지연, 이호철이 게스트로 출연했다. 차지연과 이호철은 드라마 '모범택시'에서 함께 호흡을 맞춘 사이. 차지연은 이호철보다 3살 많은 누나라고 밝혔다. 다들 놀라자 차지연은 스스로 대표 노안이라며 초등학생 때부터 학부모 소리 들었다고 셀프 디스해 웃음을 안겼다. 차지연은 이호철의 존재를 알게된 당시를 떠올렸다. 드라마 미팅을 위해 만난 제작진에게 이호철의 사진을 보며 내공을 느꼈다고. 차지연은 이 선배님은 영화 위주로 하셨나보다고 제작진에게 말하자 저보다 동생이라고 하더라고 떠올렸다. 가만히 듣고 있던 이호철은 누나도 전지현 선배님이나 한지민 선배님보다 동생이지 않냐고 저격했다. 차지연은 이호철의 갑작스러운 공격에 무너지고야 말았다. 노안 배틀 속에서 서로를 향한 애정도 과시했다. 차지연은 이호철을 향해 너무 귀엽고 사랑스럽다. 덧니 있는 사람 중 가장 사랑스러운 사람이라고 칭찬했다. 그러면서 함박웃음을 지어달라고 요청하기도. 이호철은 기분이 좋은 듯 환하게 미소 지었고, 출연진들은 너무 귀엽다고 화답하기도 했다. / ",7,연예,7,연예
192,DN000000008830833536," 16강 행을 확정 지은 이탈리아와 조 2위 웨일스가 조별리그 마지막 맞대결에서 만난다. 이탈리아와 웨일스는 21일 로마에서 열리는 UEFA 유로 2020 A조 최종전 선발 라인업을 발표했다. 이탈리아는 2연승으로 조 1위를 차지해 일찌감치 16강 진출을 확정 지었다. 웨일스는 1승 1무로 조 2위에 있지만, 이 경기에서 승점을 따야 자력으로 16강행을 확정지을 수 있다. 이탈리아는 잔루이지 돈나룸마 골키퍼를 비롯해 레안드로 보누치-알레산드로 바스토니-라파엘 톨로이가 백3를 구축한다. 윙백에는 에메르송 팔미에리와 마테오 페시나가 위치하고 중원에는 조르지뉴와 돌아온 마르코 베라티가 출격한다. 최전방에는 페데리코 키에사-안드레아 벨로티-페데리코 베르나르데스키가 득점에 나선다. 이에 맞서는 웨일스는 대니 워드 골키퍼를 비롯해 코너 로버츠-조 로든-크리스 건터-네코 윌리엄스가 수비에 나선다. 3선에는 조 모렐과 조 앨런이 수비를 보호하고 2선에는 가레스 베일-아론 램지-다니엘 제임스가 나서고 최전방에 이든 암파두가 나선다. 이탈리아는 여유가 있는 만큼 한동안 나서지 못했던 선수들이 많이 이름을 올렸다. 특히 베라티의 부상 복귀가 눈에 띈다. 웨일스는 수비 자원인 암파두를 최전방에 두는 선택을 했다. 두 경기에 선발로 나왔던 키에페 무어는 경고 누적이 있어 16강 진출 시 출장하지 못하는 것에 대비해 벤치에 대기 시킨 것으로 보인다. 벤 데이비스와 크리스 메팜 역시 무어와 같은 이유로 벤치에서 출격을 준비한다. / ",6,스포츠,6,스포츠
193,DN000000008834210252," 2패와 2승으로 탈락과 다음 라운드 진출을 확정 지은 두 팀이 맞붙는다. 북마케도니아와 네덜란드는 다가오는 22일 암스테르담 요한 크루이프 아레나에서 열리는 UEFA 유로 2020 C조 최종전 선발 라인업을 발표했다. 2패로 최하위에 처진 4위 북마케도니아는 2승을 챙긴 네덜란드를 상대로 마지막 승점 도전에 나선다. 북마케도니아는 4-2-3-1 전형으로 나선다. 소톨 디미트리에프스키 골키퍼를 비롯해 스테판 리스토프스키-다르코 벨코프스키-비사르 무슬리우-에즈간 알리오스키가 골문을 수비한다. 3선에는 에니스 바르디와 아리얀 아데미가 수비라인을 보호하고 2선엔 이반 트리츠코프스티와 엘리프 엚맛, 알렉산다르 트라이코프스키, 최전방에는 고란 판데프가 득점을 노린다. 이에 맞서는 네덜란드는 5-3-2 전형으로 나선다. 마르틴 스테켈렌뷔르그 골키퍼를 비롯해 패트릭 반 안홀트-달레이 블린트-마티아스 데 리흐트-슈테판 데 브라이-덴젤 둠프리스가 수비 라인에 선다. 미드필더엔 라이언 그라벤베르흐와 조르지뉴 바이날둠, 프랭키 데 용이 위치하고 최전방에는 도닐 말렌과 멤피스 데파이가 골문을 겨냥한다. 네덜란드는 앞선 두 경기에서 모두 나왔단 오웬 바인달이 아예 명단에서 제외됐고 멜란이 우트 베고르스트를 대신해 선발로 출장한다. 신성 그라벤 베르흐는 마르틴 데 룬을 대신에 선발로 출격한다. / ",6,스포츠,6,스포츠
194,DN000000008834210252," 2패와 2승으로 탈락과 다음 라운드 진출을 확정 지은 두 팀이 맞붙는다. 북마케도니아와 네덜란드는 다가오는 22일 암스테르담 요한 크루이프 아레나에서 열리는 UEFA 유로 2020 C조 최종전 선발 라인업을 발표했다. 2패로 최하위에 처진 4위 북마케도니아는 2승을 챙긴 네덜란드를 상대로 마지막 승점 도전에 나선다. 북마케도니아는 4-2-3-1 전형으로 나선다. 소톨 디미트리에프스키 골키퍼를 비롯해 스테판 리스토프스키-다르코 벨코프스키-비사르 무슬리우-에즈간 알리오스키가 골문을 수비한다. 3선에는 에니스 바르디와 아리얀 아데미가 수비라인을 보호하고 2선엔 이반 트리츠코프스티와 엘리프 엚맛, 알렉산다르 트라이코프스키, 최전방에는 고란 판데프가 득점을 노린다. 이에 맞서는 네덜란드는 5-3-2 전형으로 나선다. 마르틴 스테켈렌뷔르그 골키퍼를 비롯해 패트릭 반 안홀트-달레이 블린트-마티아스 데 리흐트-슈테판 데 브라이-덴젤 둠프리스가 수비 라인에 선다. 미드필더엔 라이언 그라벤베르흐와 조르지뉴 바이날둠, 프랭키 데 용이 위치하고 최전방에는 도닐 말렌과 멤피스 데파이가 골문을 겨냥한다. 네덜란드는 앞선 두 경기에서 모두 나왔단 오웬 바인달이 아예 명단에서 제외됐고 멜란이 우트 베고르스트를 대신해 선발로 출장한다. 신성 그라벤 베르흐는 마르틴 데 룬을 대신에 선발로 출격한다. / ",6,스포츠,6,스포츠
195,DN000000008834210252," 2패와 2승으로 탈락과 다음 라운드 진출을 확정 지은 두 팀이 맞붙는다. 북마케도니아와 네덜란드는 다가오는 22일 암스테르담 요한 크루이프 아레나에서 열리는 UEFA 유로 2020 C조 최종전 선발 라인업을 발표했다. 2패로 최하위에 처진 4위 북마케도니아는 2승을 챙긴 네덜란드를 상대로 마지막 승점 도전에 나선다. 북마케도니아는 4-2-3-1 전형으로 나선다. 소톨 디미트리에프스키 골키퍼를 비롯해 스테판 리스토프스키-다르코 벨코프스키-비사르 무슬리우-에즈간 알리오스키가 골문을 수비한다. 3선에는 에니스 바르디와 아리얀 아데미가 수비라인을 보호하고 2선엔 이반 트리츠코프스티와 엘리프 엚맛, 알렉산다르 트라이코프스키, 최전방에는 고란 판데프가 득점을 노린다. 이에 맞서는 네덜란드는 5-3-2 전형으로 나선다. 마르틴 스테켈렌뷔르그 골키퍼를 비롯해 패트릭 반 안홀트-달레이 블린트-마티아스 데 리흐트-슈테판 데 브라이-덴젤 둠프리스가 수비 라인에 선다. 미드필더엔 라이언 그라벤베르흐와 조르지뉴 바이날둠, 프랭키 데 용이 위치하고 최전방에는 도닐 말렌과 멤피스 데파이가 골문을 겨냥한다. 네덜란드는 앞선 두 경기에서 모두 나왔단 오웬 바인달이 아예 명단에서 제외됐고 멜란이 우트 베고르스트를 대신해 선발로 출장한다. 신성 그라벤 베르흐는 마르틴 데 룬을 대신에 선발로 출격한다. / ",6,스포츠,6,스포츠
196,DN000000008828197217," '아는 형님' 태항호가 남다른 어린 시절을 고백했다. 19일 방송된 JTBC 예능프로그램 '아는 형님'에서는 김기방, 태항호, 이호철이 전학생으로 출연했다. '나를 맞춰봐' 첫 순서로 나온 이호철은 '잘하던 걸 하루 만에 관둔 이유'를 질문으로 내놓았다. 이호철은 힌트로 당시 순위가 0.017%였다며 자신감을 드러냈다. 이에 민경훈은 초등학생이랑 실제로 만나 싸워서 졌냐라고 물었고 정답에 근접하다고 답했다. 결국 정답은 초등학생과 연관된 답이었다. 이호철은 게임을 하는 중에 애들이 욕을 하더라. 그런데 자꾸 내 아이디가 들렸다. 가서 봤더니 초등학생들이 입에도 담기 힘든 말을 하더라. 나도 처음에는 모르고 같이 싸웠는데 보고 나니까 '나이 30 다 돼가지고 내가 얘네랑 싸우고 있구나'해서 게임을 끊었다라고 설명했다. 이에 김희철은 난 아직도 한다. 현타 안 온다라며 너스레를 떨었다. 또한 김기방은 '뿌리 깊은 나무' 촬영 당시 들었던 황당한 말을 고백했다. 김기방은 '뿌리 깊은 나무' 촬영 당시 수혁이가 칼을 쳐내고 내 어깨를 베는 장면이었다. 그때 감독님이 '기방아 너 칼 안 맞아봤어?'라고 했다라고 설명했다. 이어 그는 황당해서 '감독님 칼을 맞아본 사람이 있어요?'라고 물었다. 그제서야 감독님이 '아 맞네'라고 했다라고 덧붙였다. 이어 '아는 형님'은 반성 아는 교도소 특집이 그려졌고 교화 활동으로 '거짓말 찾기' 게임이 펼쳐졌다. 김기방, 태항호, 이호철 중 거짓말하는 한 사람을 찾는 방식. 이날 김기방은 배우 일을 하기 전, 매니저 일을 먼저 했다라며 인성이가 매니저 일을 제안했다라고 설명했다. 태항호는 초등학교 4학년 때, 집 열쇠가 없어 옆집에서 넘어가다가 떨어졌다라며 3층에서 떨어졌는데 그냥 툭 털고 일어났다라고 밝혀 강한 의심을 받았다. 또한 태항호는 초등학교 5학년 때, 지각을 하다가 학교를 가던 중에 횡단보도를 건너는데 트럭이 쳐서 10m를 날아갔다. 툭툭 털고 일어나서 운전기사한테 '거 조심 좀 합시다'라고 했다라고 해 폭소를 자아냈다. 마지막으로 이호철은 살면서 사람한테 '사랑해'라는 말을 해 본 적이 없다라고 말했고, 이를 들은 '아는형님' 멤버들은 일동 진실이다라고 말했다. 이호철은 엄마와 할머니한테도 한 번도 해본 적 없다고. 또한 애인한테도 '사랑해' 대신 다른 말로 고백했다고 털어놓았다. 이날 거짓을 말한 사람은 바로 김기방. 김기방은 매니저라고 오해받은 적은 많다라고 설명했다. '아는 형님' 멤버들은 태항호에게 그게 다 사실이었냐며 놀라움을 금치 못했다. 이어 유행가 익히기 게임이 이어졌고 김희철과 이호철이 90점으로 1위를 차지했다. 핸드폰을 기대했던 이호철의 바램과는 달리 마파두부밥이 상품으로 등장했다. / ",7,연예,7,연예
197,DN000000008815211345," 은가은이 이대형을 상대로 사심을 채웠다. 15일 방송된 TV CHOSUN 예능프로그램 '화요청백전'에서는 8대 선수단으로 황치열, 강은탁, 지상렬, 모태범, 이대형, 문수인, 김재엽 등이 출연했다. 지난 주에 이어 8대 선수단은 이날 3라운드에서 '아슬아슬 물 먹여주기' 게임을 진행했다. 2인 1조로 팀을 이뤄 앞사람이 와인잔의 받침을 입에 물고 고개를 뒤로 젖혀, 뒷사람에게 물을 빨리 먹여주면 이기는 게임. 백팀에서 홍현희와 허경환이 출전했다. 허경환이 앞자리에, 홍현희가 뒤에 자리를 잡았고, 홍현희는 허경환에게 조금 더 가까이 가도 되겠느냐고 물으며 몸을 앞으로 당겼다. 그러자 허경환은 안 된다. 게임 할 때만 다가와라며 허리를 꼿꼿하게 세우면서 철벽을 쳤다. 홍현희는 이에도 아랑곳하지 않고 적극적으로 다가갔고, 이에 허경환은 닿았잖아!라고 민감하게 반응해 웃음을 자아냈다. 4라운드는 '발바닥 노래방'으로 상대방 발바닥에 적힌 글자를 조합해 노래 제목을 맞추고, 그 노래를 제대로 부르면 이기는 게임이다. 청팀의 박명수과 지상렬이 방어에 나섰고, 백팀에서 모태범, 허경환, 김의영이 공격에 나섰다. 52세 지상렬과 박명수의 등장에 청팀은 어르신 나오셨다고 난감해했다. 박명수는 우리도 이제 눈 감을 나이라고 셀프 디스를 하기도 했다. 예상대로 지상렬과 박명수는 얼마 버티지 못했다. 이어 청팀의 은가은, 황치열, 문수인이 공격을, 백팀의 이대형과 강은탁이 수비에 나섰다. 게임에 앞서 MC들은 은가은에게 잘생긴 두 분과 함께 게임을 해서 설레겠다. 두 사람 중 어떤 스타일이냐고 물었고, 은가은은 상대편의 이대형을 꼽았다. 이에 MC 이찬원은 그런데 대형이 형이 여자에 관심이 없다고 했고, 이대형은 관심은 생길 수 있다고 답해 은가은을 설레게 했다. 이후 게임에서 이대형은 은가은을 번쩍 들어올리는 행동을 했고, 은가은은 은근슬쩍 이대형의 품에 안기며 제대로 사심을 채우는 방송을 하며 상황을 즐겼다. 이를 본 백팀의 홍현희는 굉장히 언짢은 표정을 지으며 사랑 말고 게임을 하라고 경고를 날려 웃음을 자아냈다. / ",7,연예,7,연예
198,DN000000008802347826," 방송인 전현무가 '나 혼자 산다' 스튜디오에 등장했다. 11일 방송된 MBC '나 혼자 산다'에서는 전현무가 2년 3개월 만에 등장하는 모습이 전파를 탔다. 이날 박나래는 400회를 맞아 유재석, 임영웅 등이 보내온 축하영상 외에 축하공연도 있다고 말했다. 박나래는 정말 어렵게 이 분을 모셨다고 덧붙여 기대감을 자아냈다. 기안84와 성훈, 화사 등은 방탄소년단, 지드래곤 등을 언급했지만 축하공연의 정체는 전현무의 '달팽이' 열창이었다. 멤버들은 예상치 못한 전현무의 등장에 다들 소리를 질렀고 스튜디오는 순식간에 초토화됐다. 긴장한 전현무는 어색하고 민망해 하면서도 꿋꿋하게 노래를 이어갔다. 성훈은 자꾸 이리로 온다면서 점점 가까워지는 전현무에게서 뒷걸음질쳤다. 기안84는 전현무가 2절까지 하려고 하자 듣기 싫다는 반응을 보였다. 전현무는 멤버들의 반응에 노래를 중간에 끊고 정식으로 인사를 했다. 전현무는 여러분 기분을 여쭙고 싶다며 멤버들은 어떤지 궁금해 했다. 기안84는 전근 가신 선생님 뵙는 느낌이다라고 전했다. 성훈은 진짜 깜짝 놀랐다면서 놀란 마음을 드러냈다. / ",7,연예,7,연예
